32,8,0.06,5.91,-4.56,1.006206,100,1,16.2,0,0,0,0,0,0,0,0,0,0,0,0
33,5.3,0.41,2.27,-1.08,1.031909,100,1,5.38,0,0,0,0,0,0,0,0,0,0,0,0
39,34.3,4.84,17.76,-7.14,1.005551,100,1,40,0,0,0,0,0,0,0,0,0,0,0,0
51,-144.5,0.55,5.48,-4.19,1.01198,100,1,100,-192.67,0,0,0,0,0,0,0,0,0,0,0
124,861.3,51.52,440.32,-172.59,1.079291,100,1,1000,333.33,0,0,0,0,0,0,0,0,0,0,0
150,67.29,-9.79,77.09,-22.54,1.062067,100,1,160,0,0,0,0,0,0,0,0,0,0,0,0
179,-179.2,-33.84,52.64,-51.72,1.048817,100,1,100,-238.93,0,0,0,0,0,0,0,0,0,0,0
194,268.6,43.34,130.19,-53.53,1.029584,100,1,300,100,0,0,0,0,0,0,0,0,0,0,0
201,5.2,0.39,2.27,-1.07,1.024675,100,1,5.37,0,0,0,0,0,0,0,0,0,0,0,0
221,-155.39,91.05,183.92,-65.3,0.996091,100,1,100,-207.18,0,0,0,0,0,0,0,0,0,0,0
299,975.9,127.2,721.25,-258.71,1.046197,100,1,1600,533.33,0,0,0,0,0,0,0,0,0,0,0
338,83.7,1.48,55.54,-19.16,1.049578,100,1,120,0,0,0,0,0,0,0,0,0,0,0,0
352,1250.4,268.17,926.35,-297.68,1.054691,100,1,2000,666.67,0,0,0,0,0,0,0,0,0,0,0
389,69,16.81,56.73,-17.84,1.020856,100,1,120,0,0,0,0,0,0,0,0,0,0,0,0
413,231,19.25,124.12,-49.84,1.052152,100,1,280,0,0,0,0,0,0,0,0,0,0,0,0
440,83.1,-4.05,55.73,-19.01,1.029422,100,1,120,0,0,0,0,0,0,0,0,0,0,0,0
442,-40.35,0.43,1.95,-0.93,1.013689,100,1,100,-53.8,0,0,0,0,0,0,0,0,0,0,0
453,260.1,54.54,257.23,-74.4,1.021096,100,1,540,0,0,0,0,0,0,0,0,0,0,0,0
489,-107.4,0.51,6.28,-4.82,1.012805,100,1,100,-143.2,0,0,0,0,0,0,0,0,0,0,0
516,539.4,188.57,261.79,-106.67,1.074804,100,1,600,200,0,0,0,0,0,0,0,0,0,0,0
564,-51.67,-0.63,18.47,-19.35,1.069692,100,1,100,-68.89,0,0,0,0,0,0,0,0,0,0,0
583,-270,5.38,17.88,-7.03,1.043394,100,1,100,-360,0,0,0,0,0,0,0,0,0,0,0
615,38.2,0.1,17.09,-7.79,1.06611,100,1,40,0,0,0,0,0,0,0,0,0,0,0,0
616,379.2,41.62,217.9,-81.16,1.049295,100,1,480,160,0,0,0,0,0,0,0,0,0,0,0
618,670.3,-35.39,351.18,-139.11,1.028233,100,1,800,266.67,0,0,0,0,0,0,0,0,0,0,0
628,152.4,41.51,78.79,-31.69,0.98494,100,1,180,0,0,0,0,0,0,0,0,0,0,0,0
639,-46.2,113.22,135.52,-38.9,1.046182,100,1,100,-61.6,0,0,0,0,0,0,0,0,0,0,0
642,63.33,-61.52,90.13,-93.03,1.036757,100,1,276.09,0,0,0,0,0,0,0,0,0,0,0,0
682,37.4,7.68,38.77,-11.06,1.065269,100,1,80,0,0,0,0,0,0,0,0,0,0,0,0
686,-21.65,-10.17,34.75,-34.26,1.018064,100,1,100,-28.86,0,0,0,0,0,0,0,0,0,0,0
