3,1,151,48.8,0,4.69,0,1.016674,-21.761632,220,5,1.1,0.9
4,1,171.41,23.4,0,2.1,0,1.026472,-7.007354,220,5,1.1,0.9
10,1,134,24.7,0,12.44,0,1.038534,-24.281644,220,5,1.1,0.9
21,1,161.2,39.3,0,30.71,0,1.036195,-21.958828,220,5,1.1,0.9
22,1,0,0,0,0.85,0,1.035058,-18.483339,220,5,1.1,0.9
26,1,167.3,54.8,0,110.54,0,1.032267,-3.318448,380,5,1.1,0.9
29,1,152.9,49.4,0,27.65,0,0.994409,-13.816418,380,5,1.1,0.9
44,1,0,0,0,7.27,0,1.045829,-22.181066,220,5,1.1,0.9
53,1,48.65,16.1,0,7.14,0,1.063422,-9.070013,220,5,1.1,0.9
58,1,0,0,0,2.31,0,0.983702,-21.159412,380,5,1.1,0.9
59,1,119.2,20.7,0,3.31,0,1.036808,-23.631999,220,5,1.1,0.9
90,1,363.25,115.39,0,3.95,0,1.042187,-27.546292,220,5,1.1,0.9
96,1,-8.4,28.66,0,3.49,0,1.030441,-15.689479,220,5,1.1,0.9
113,1,0,0,0,6.532711,0,1.030718,-14.242909,380,5,1.1,0.9
115,1,0,0,0,4.21,0,1.066797,-19.783678,220,5,1.1,0.9
118,1,704.53,-35.33,0,13.102834,0,1.020256,-11.430028,380,5,1.1,0.9
124,2,0,0,0,0,0,1.081537,8.330657,220,5,1.1,0.9
128,1,23.73,12.7,0,0.52,0,1.020482,-16.063366,220,5,1.1,0.9
145,1,38.34,5.6,0,7.64,0,1.039096,-8.903623,220,5,1.1,0.9
148,1,32.34,12,0,6.1,0,1.041568,-7.991267,220,5,1.1,0.9
150,2,0,0,0,0,0,1.062805,2.531831,220,5,1.1,0.9
163,1,147.76,32.73,0,8.34,0,1.047047,-10.672351,220,5,1.1,0.9
171,1,100.8,13.2,0,5.24,0,1.069649,-25.153324,220,5,1.1,0.9
174,1,370.5,-17,0,9.91,0,1.074846,-27.942789,220,5,1.1,0.9
184,1,0,0,0,2.42,0,1.042771,-11.94851,220,5,1.1,0.9
188,1,36.84,13.9,0,3.3,0,1.018752,-19.550413,220,5,1.1,0.9
195,1,73.14,21.55,0,8.52,0,1.056337,-8.791116,220,5,1.1,0.9
196,1,0,0,0,12.48,0,1.074825,-26.319857,220,5,1.1,0.9
198,1,39.74,11.8,0,1.44,0,1.01673,-16.306681,220,5,1.1,0.9
207,1,321.98,84.4,0,1.34,0,1.026604,-13.457588,220,5,1.1,0.9
216,1,155.6,54.7,0,2.21,0,1.039362,-24.590496,220,5,1.1,0.9
217,1,105.2,0.1,0,7.36,0,1.042762,-2.603638,220,5,1.1,0.9
218,1,69.83,15.12,0,2.23,0,1.045923,-13.114892,220,5,1.1,0.9
221,2,0,0,0,0,0,0.984682,-21.807603,380,5,1.1,0.9
225,1,0,0,0,1.15,0,1.063761,-20.174043,220,5,1.1,0.9
280,1,119.6,29.6,0,5.34,0,1.035725,-11.193679,220,5,1.1,0.9
283,1,27.33,11.9,0,1.17,0,1.035204,-12.094637,220,5,1.1,0.9
292,1,13.82,1.4,0,0.7,0,1.047544,-14.765137,220,5,1.1,0.9
305,1,103,12,0,0.63,0,1.067188,-32.434719,220,5,1.1,0.9
306,1,0,0,0,4.76,0,1.030032,-18.823594,220,5,1.1,0.9
314,1,163.1,46.3,0,10.6,0,1.005548,-16.020947,220,5,1.1,0.9
333,1,524.5,43,0,6.85,0,1.014579,-42.137692,220,5,1.1,0.9
338,2,0,0,0,0,0,1.048249,-6.162533,220,5,1.1,0.9
346,1,197.5,48.3,0,0.71,0,1.040694,-21.298393,220,5,1.1,0.9
350,1,110.4,26.2,0,5.62,0,1.043185,-24.295117,220,5,1.1,0.9
352,2,0,0,0,0,0,1.055378,0.262953,380,5,1.1,0.9
367,1,65.17,-51.5,0,4.85,0,1.07164,-23.599251,220,5,1.1,0.9
401,1,56.5,36.29,0,3.08,0,1.026548,-14.262083,220,5,1.1,0.9
408,1,129.1,7.4,0,0.04,0,1.039791,-11.549917,220,5,1.1,0.9
410,1,170.89,50.38,0,6.44,0,1.041564,-26.439994,220,5,1.1,0.9
413,2,0,0,0,0,0,1.05013,-6.606455,220,5,1.1,0.9
416,1,70.68,13.5,0,6.96,0,1.0458,-6.728632,220,5,1.1,0.9
426,1,123.1,6.5,0,3.25,0,1.040489,-18.395441,220,5,1.1,0.9
432,1,0,0,0,68.517663,0,1.047774,2.403578,380,5,1.1,0.9
444,1,0,0,0,2.45,0,1.036267,-12.201434,220,5,1.1,0.9
449,1,0,0,0,29.42,0,1.021739,-8.489958,380,5,1.1,0.9
453,2,0,0,0,0,0,1.018914,-7.857046,380,5,1.1,0.9
455,1,274.32,5.66,0,13.24,0,1.045882,-30.596498,220,5,1.1,0.9
490,1,20.52,4,0,2.77,0,1.036451,-23.014287,220,5,1.1,0.9
500,1,144.4,35.5,0,7.66,0,1.040423,-15.042452,220,5,1.1,0.9
502,1,0,0,0,1.96,0,1.043564,-6.675538,220,5,1.1,0.9
506,1,0,0,0,0.4,0,1.063297,-9.078728,380,5,1.1,0.9
513,1,57.46,17.1,0,1.61,0,1.038461,-7.443414,220,5,1.1,0.9
516,2,0,0,0,0,0,1.075592,-33.453515,220,5,1.1,0.9
520,1,118.5,20.4,0,2.57,0,1.048239,-27.108761,220,5,1.1,0.9
549,1,0,0,0,5.15,0,1.074517,-10.959606,220,5,1.1,0.9
554,1,0,0,0,1.97,0,1.024071,-20.793083,220,5,1.1,0.9
556,1,16.52,9,0,1.17,0,1.03694,-22.762979,220,5,1.1,0.9
561,1,0,0,0,0.32,0,1.055451,-11.021763,220,5,1.1,0.9
564,2,0,0,0,0,0,1.069817,-47.078276,220,5,1.1,0.9
575,1,0,0,0,0.67,0,1.04436,-11.163788,220,5,1.1,0.9
583,2,0,0,0,0,0,1.045397,-15.568574,220,5,1.1,0.9
594,1,67.57,17,0,5.75,0,1.036683,-8.869667,220,5,1.1,0.9
601,1,140.6,42.6,0,5.71,0,1.040685,-14.418335,220,5,1.1,0.9
604,1,33.24,4.4,0,24.54,0,0.996939,-12.93567,380,5,1.1,0.9
608,1,150.9,10.4,0,4.77,0,1.071753,-32.66829,220,5,1.1,0.9
609,1,0,0,0,5.67,0,1.025344,-14.779536,220,5,1.1,0.9
615,2,0,0,0,0,0,1.063876,-10.607341,220,5,1.1,0.9
616,2,0,0,0,0,0,1.048713,-12.997468,220,5,1.1,0.9
