5147,3097,6.00E-04,0.00616,0,823,0,0,0,0,1,-360,360
5147,8763,0.0005,0.0074,0,921,0,0,0,0,1,-360,360
427,5425,7.00E-05,0.00057,0,1711,0,0,0,0,1,-360,360
427,4704,6.00E-05,0.00056,0,1514,0,0,0,0,1,-360,360
5960,7431,0.003349,0.01656,0,0,0,0,0,0,1,-360,360
5960,3186,0.003409,0.016211,0,0,0,0,0,0,1,-360,360
4481,7431,0.003479,0.01586,0,0,0,0,0,0,1,-360,360
4481,3186,0.003099,0.017969,0,0,0,0,0,0,1,-360,360
5205,7833,0.00236,0.01418,0,553,0,0,0,0,1,-360,360
5205,7770,0.002169,0.015909,0,514,0,0,0,0,1,-360,360
5773,6542,0.00014,0.0012,0,0,0,0,0,0,1,-360,360
5773,7840,2.11E-04,0.001539,0,0,0,0,0,0,1,-360,360
5214,6542,0.000401,0.004901,0,0,0,0,0,0,1,-360,360
5214,7840,0.000219,0.00151,0,533,0,0,0,0,1,-360,360
2971,6069,0.00052,0.00407,0,1481,0,0,0,0,1,-360,360
2971,3445,3.40E-04,0.00502,0,1843,0,0,0,0,1,-360,360
7561,6069,0.00065,0.00698,0,1711,0,0,0,0,1,-360,360
7561,8825,0.00059,0.00806,0,1678,0,0,0,0,1,-360,360
7556,7058,0.00374,0.02095,0,800,0,0,0,0,1,-360,360
7556,4324,0.00511,0.019461,0,800,0,0,0,0,1,-360,360
132,2962,0.00064,0.00715,0,1481,0,0,0,0,1,-360,360
132,4393,0.00089,0.00712,0,1283,0,0,0,0,1,-360,360
5044,693,0.00048,0.00555,0,987,0,0,0,0,1,-360,360
5044,7860,0.00047,0.00566,0,1086,0,0,0,0,1,-360,360
6883,693,0.00046,0.00524,0,1053,0,0,0,0,1,-360,360
6883,7860,0.00052,0.00514,0,1053,0,0,0,0,1,-360,360
6494,4945,2.90E-04,0.00298,0,1613,0,0,0,0,1,-360,360
6494,6080,0.0003,0.00291,0,1514,0,0,0,0,1,-360,360
7146,7388,0.00042,0.02666,0,1185,0,0,0,0,1,-360,360
4735,5239,0.00058,0.00534,0,1876,0,0,0,0,1,-360,360
4735,3145,0.00054,0.00589,0,1843,0,0,0,0,1,-360,360
3615,8731,0.00036,0.00485,0,0,0,0,0,0,1,-360,360
3615,6246,0.00042,0.00415,0,0,0,0,0,0,1,-360,360
2549,7829,0.003349,0.02445,0,553,0,0,0,0,1,-360,360
2549,4951,0.003281,0.02493,0,553,0,0,0,0,1,-360,360
7004,3370,0,0.00046,0,757,0,0,0,0,1,-360,360
8381,4795,0.00053,0.00587,0,1777,0,0,0,0,1,-360,360
8381,5562,0.00055,0.00666,0,1711,0,0,0,0,1,-360,360
3409,1716,0.00051,0.00614,0,0,0,0,0,0,1,-360,360
3409,6246,0.00043,0.00406,0,0,0,0,0,0,1,-360,360
1000,6145,0.002211,0.014419,0,438,0,0,0,0,1,-360,360
1000,3186,0.002169,0.013349,0,457,0,0,0,0,1,-360,360
6060,5289,0.00033,0.00101,0,823,0,0,0,0,1,-360,360
7965,5289,0.00028,0.00104,0,757,0,0,0,0,1,-360,360
4363,4507,0.00057,0.0071,0,1613,0,0,0,0,1,-360,360
4363,6246,0.00057,0.00697,0,1613,0,0,0,0,1,-360,360
425,7526,0.0001,0.00119,0,1810,0,0,0,0,1,-360,360
425,5674,0.0001,0.0013,0,1613,0,0,0,0,1,-360,360
4799,8581,9.00E-05,0.00121,0,1514,0,0,0,0,1,-360,360
4799,4337,0.0001,0.00134,0,1251,0,0,0,0,1,-360,360
4968,2154,3.90E-04,0.00474,0,1843,0,0,0,0,1,-360,360
4968,1747,0.00045,0.00467,0,1448,0,0,0,0,1,-360,360
7699,2154,0.00052,0.00567,0,1645,0,0,0,0,1,-360,360
7699,1689,0.00054,0.00667,0,1316,0,0,0,0,1,-360,360
3097,659,0.00073,0.00905,0,1185,0,0,0,0,1,-360,360
9024,4929,0.00192,0.02296,0,889,0,0,0,0,1,-360,360
