,From Bus,To Bus,From-To P injection (MW),From-To Q injection (MVAR),To-From P injection (MW),To-From Q injection (MVAR),P flow through branch and elements (MW),Q flow through branch and elements (MVAR)
0,1073.0,801.0,-62.903400000165846,-16.5721803593401,62.910476092391356,16.60288273727415,0.007076092225510422,0.03070237793405184
1,651.0,1102.0,-26.652599999534615,-0.9040524554903996,26.671951135786788,1.013127249157649,0.01935113625217255,0.10907479366724948
2,855.0,591.0,2.743893437115452e-12,0.3813122976840241,7.473693595472317e-07,-0.3813065322420832,7.473721034406688e-07,5.7654419408637025e-06
3,976.0,879.0,-237.63354840519537,-118.01785695218936,237.76360274267705,119.61752530321404,0.13005433748168116,1.5996683510246754
4,976.0,1006.0,237.63354816818483,125.13048919186569,-237.43367420820283,-122.6187397614253,0.19987395998199986,2.511749430440389
5,746.0,1329.0,51.48204030042931,3.262512230900099,-51.47864629852392,-3.2486937945709955,0.0033940019053915194,0.013818436329103623
6,431.0,1329.0,55.44219724942724,2.843200054918259,-55.4385472305129,-2.8227318719294527,0.0036500189143353623,0.02046818298880604
7,204.0,1329.0,51.48204030058099,3.35016276827153,-51.47913047245483,-3.3360743504273747,0.002909828126163916,0.014088417844155376
8,269.0,1329.0,16.257486404681362,-0.5824464758051987,-16.257221158589374,0.5839897257949332,0.0002652460919883026,0.0015432499897345409
9,1205.0,1329.0,-2.7309652748854635e-11,0.05487399882143659,5.240339533022029e-09,-0.05487398345671694,5.213029880273175e-09,1.5364719649357816e-08
10,901.0,1270.0,-236.53799998414442,-27.75377462303822,236.85591079041228,30.270910345568915,0.31791080626786083,2.5171357225306963
11,1348.0,1139.0,-171.93285992056786,-31.552459026422557,171.95418322557558,31.78396919507764,0.02132330500771218,0.23151016865508112
12,1348.0,1309.0,170.04687446654572,53.97807502298839,-169.83744967570672,-52.00440502447514,0.20942479083899457,1.9736699985132518
13,1348.0,312.0,-987.7539460338062,-93.51413852859582,993.0532634512897,167.31204034243947,5.299317417483508,73.79790181384365
14,1348.0,6.0,211.82852249215534,72.55293499766351,-211.30373213069635,-68.16968597861994,0.5247903614589973,4.383249019043575
15,15.0,1296.0,-17.716238429929383,3.946611253971059,17.716491604900206,-3.9437313886780165,0.00025317497082255613,0.002879865293042627
16,15.0,690.0,-856.2516197727145,27.1915552080511,860.1996633055572,23.4985037225539,3.9480435328426893,50.690058930605
17,355.0,818.0,-100.73321554717374,-0.3893235313018495,100.78325512664277,0.58147174700309,0.05003957946902915,0.19214821570124052
18,355.0,719.0,99.58335970991061,18.023336557801652,-98.75977845661374,-14.438537223379841,0.8235812532968652,3.5847993344218114
19,355.0,1303.0,35.70818813311263,4.563037972654657,-35.661866345221725,-4.309116589773383,0.046321787890903465,0.2539213828812734
20,355.0,1234.0,108.46119268768133,33.043773676087284,-107.63979753624575,-28.749476844403354,0.8213951514355813,4.29429683168393
21,355.0,999.0,-11.275865994709923,-2.2596314371749324,11.28413050320525,2.3052342311163003,0.00826450849532634,0.0456027939413679
22,355.0,504.0,107.83084745563995,28.91991970018327,-107.70236537539107,-28.150068965286444,0.12848208024888663,0.7698507348968278
23,355.0,81.0,46.279286691860285,18.281999143716696,-46.22639999988121,-18.077143692046377,0.052886691979075806,0.20485545167031916
24,355.0,381.0,-79.65179071438115,-16.11141744552946,79.70336929150076,16.303380520897388,0.051578577119613556,0.19196307536792645
25,355.0,784.0,42.79464807076389,10.12938501029373,-42.731408825767495,-9.815451819923982,0.06323924499639588,0.3139331903697471
26,454.0,89.0,-6.663554148805266e-12,-1.9609597999992685e-10,6.6635541488052864e-12,1.9609597999992693e-10,2.0194839173657902e-26,7.754818242684634e-26
27,451.0,339.0,-119.2685999925857,-30.632619144482614,119.29079267330272,30.734370491921,0.02219268071701208,0.10175134743838399
28,1247.0,1087.0,-79.18683618759157,-20.464869301470284,79.52447351030911,22.517098125918245,0.33763732271754066,2.052228824447962
29,1247.0,1087.0,-86.55296381136576,-19.91830868202647,86.97900348911062,22.136263252823912,0.4260396777448676,2.217954570797442
30,120.0,549.0,-84.3437999828084,-18.956922370061648,84.36162651678508,18.980603374606307,0.017826533976673886,0.0236810045446596
31,1263.0,1026.0,114.92410884903109,-14.978580886983028,-114.86919268133018,15.157058432010901,0.05491616770090957,0.1784775450278726
32,1263.0,590.0,-182.51950884709015,9.218518996417624,182.5688525776036,-8.988868929877036,0.0493437305134421,0.22965006654058762
33,329.0,287.0,-144.12599997109217,-24.758280646249613,144.16173187584164,24.869425676286166,0.03573190474946841,0.1111450300365533
34,757.0,430.0,-4.608147197160406e-10,8.919941086127519,0.00013287190321967235,-8.919332674785982,0.00013287144240495263,0.0006084113415365522
35,955.0,731.0,-54.55656135071138,-11.999460576259258,54.62981628187534,12.385639312179155,0.07325493116396586,0.3861787359198967
36,955.0,1065.0,-9.32603865014085,-2.386077268988171,9.328599533212758,2.3958841917028697,0.002560883071907938,0.00980692271469863
37,50.0,155.0,122.35939024938176,11.563063772950937,-122.33761080419595,-11.481014164986844,0.021779445185813984,0.08204960796409289
38,50.0,155.0,118.37646614261385,12.192838924160714,-118.35604759045776,-12.113219412608748,0.020418552156087344,0.07961951155196623
39,487.0,731.0,-142.9565065021589,-22.575405078780403,143.14796008968253,23.37704589228286,0.1914535875236254,0.8016408135024591
40,487.0,646.0,47.75352695096809,10.84019709827267,-47.68430241299914,-10.43546140621659,0.06922453796894956,0.4047356920560805
41,487.0,1065.0,9.329179549405024,0.9402249340822658,-9.3285995332786,-0.9375436524004345,0.0005800161264239989,0.002681281681831349
42,161.0,169.0,-106.23847318232929,-34.55678795842259,106.58571128412726,36.06148639954725,0.34723810179797,1.5046984411246598
43,161.0,1157.0,72.74167318203209,36.05741248320374,-72.70507006930423,-35.84745554217601,0.03660311272786032,0.209956941027734
44,1295.0,352.0,-3.1619999997692187,-1.5338258112736525,3.1620271737851993,1.533963832629824,2.717401598051339e-05,0.00013802135617146938
45,882.0,440.0,-68.4793875630447,8.178141259392616,68.75544599173848,-6.564981690786603,0.27605842869378705,1.6131595686060125
46,882.0,878.0,-98.29061248683485,-39.571985867991685,98.4835103555738,40.82199758665311,0.1928978687389531,1.2500117186614261
47,490.0,1057.0,-96.14203956890009,-25.942212519968187,96.27185080431974,26.96761993673239,0.1298112354196519,1.025407416764203
48,490.0,36.0,157.6398198372809,16.61563305459287,-157.28731981964106,-14.822785282755971,0.35250001763984073,1.7928477718368985
49,490.0,455.0,-103.47712631090178,29.500014999237994,104.12144937070215,-25.936338376335343,0.6443230598003709,3.5636766229026513
50,490.0,501.0,8.176545645343333,-27.151159103740792,-8.163315975587576,27.226988791877837,0.013229669755757456,0.07582968813704483
51,700.0,733.0,-56.30826307544255,9.510499579395903,56.33036750287667,-9.417601242476833,0.022104427434122442,0.09289833691907035
52,700.0,733.0,-55.58573692712328,9.00017133141788,55.6069098432087,-8.908422028381063,0.021172916085419047,0.09174930303681705
53,479.0,1135.0,22.568082354722314,13.366777286358229,-22.533800835875425,-13.242814897964807,0.034281518846889014,0.12396238839342111
54,479.0,802.0,-107.89184594152528,-5.6556560588060325,108.89157581316518,11.520627626966242,0.9997298716399001,5.864971568160209
55,479.0,271.0,-24.22423641286486,5.78208921927012,24.24798318700445,-5.692379183631683,0.023746774139588922,0.08971003563843727
56,983.0,794.0,56.51401854884296,15.82559609947073,-56.49669440781335,-15.70083078561934,0.01732414102961144,0.12476531385138934
57,983.0,794.0,60.09731087117045,16.28167749335162,-60.07781135134893,-16.14947074896176,0.019499519821522426,0.13220674438985824
