,From Bus,To Bus,From-To P injection (MW),From-To Q injection (MVAR),To-From P injection (MW),To-From Q injection (MVAR),P flow through branch and elements (MW),Q flow through branch and elements (MVAR)
0,0.0,1.0,-12.476455902238353,-12.884224717441791,12.573851760068019,10.848997097323632,0.09739585782966564,-2.0352276201181585
1,0.0,2.0,-39.54354409710411,-16.520807420011018,39.80105180179729,16.367293897525332,0.2575077046931824,-0.15351352248568517
2,3.0,4.0,-106.0343885177002,-26.521465294294337,106.2453958259479,27.268187768763717,0.21100730824770153,0.7467224744693794
3,2.0,4.0,-69.76025153397796,-14.115913669231944,71.0550744704918,17.163294402593582,1.2948229365138388,3.0473807333616385
4,4.0,5.0,90.80911027227289,3.763213137674648,-89.82936474754591,-0.731995623817755,0.9797455247269795,3.031217513856893
5,5.0,6.0,36.78936475418876,-4.967665371167794,-36.724946000486106,4.7209035475497565,0.06441875370265393,-0.2467618236180371
6,7.0,8.0,-463.36102486091465,-81.58509709363742,468.45727509055735,22.356147431526434,5.096250229642692,-59.22894966211098
7,7.0,4.0,347.7135633893394,125.4349225276732,-347.7135633893393,-91.07713617397248,1.1368683772161603e-13,34.35778635370072
8,8.0,9.0,-468.45727509275764,-22.35614742922825,473.7193551344322,-46.540780164545566,5.262080041674551,-68.89692759377382
9,3.0,10.0,66.25438852273753,-0.45291961967707517,-65.333235554442,1.7669322117021906,0.9211529682955302,1.3140125920251156
10,4.0,10.0,79.60398274829807,2.7211365871942976,-78.32016907289376,-0.12347491516012665,1.2838136754043035,2.597661672034171
11,10.0,11.0,34.955331932826624,-36.30664917768612,-34.800607890868086,36.32684980680497,0.15472404195853784,0.020200629118853897
12,1.0,11.0,-32.97385175970155,-20.02899709726511,33.263120574566926,19.470039513423977,0.28926881486537326,-0.5589575838411314
13,2.0,11.0,-9.82080026371079,-12.451380227446327,9.92821222586935,8.91635066619663,0.10741196215855986,-3.535029561249697
14,6.0,11.0,17.344946001167774,-6.7609035477824815,-17.314917163317944,6.023333313631562,0.030028837849830126,-0.7375702341509198
15,10.0,12.0,37.29807270440723,11.20319188075758,-36.94531829985008,-11.832689224245232,0.3527544045571531,-0.6294973434876532
16,11.0,13.0,20.510304271898093,2.0980348583445982,-20.416064794475666,-3.556374998607726,0.09423947742242689,-1.458340140263128
17,12.0,14.0,2.2653183006508066,-4.487310775888402,-2.259328955893178,-1.3772015415782675,0.0059893447576286896,-5.864512317466669
18,13.0,14.0,6.136064794928919,2.536374998440203,-6.097745795087905,-7.200361027574608,0.03831899984101472,-4.6639860291344055
19,11.0,15.0,9.395213097868398,4.059987073924247,-9.370474619885949,-6.046793080267062,0.024738477982449325,-1.9868060063428157
20,14.0,16.0,-106.90643000178743,-23.088333827421987,108.57168180011962,24.31449346342152,1.6652517983321928,1.226159635999533
21,15.0,16.0,-16.129525379650804,-4.15320691976172,16.25327449066773,0.08247004717014186,0.12374911101692732,-4.070736872591578
22,16.0,17.0,83.18955189881136,24.07749369446264,-82.2539097724304,-21.4930420227007,0.9356421263809551,2.58445167176194
23,17.0,18.0,21.053909773069858,14.11934771696766,-20.976115159975322,-14.846928349349653,0.07779461309453595,-0.7275806323819936
24,18.0,19.0,-10.303956395441423,5.686077188526555,10.346366711882956,-8.237290037223357,0.042410316441532814,-2.5512128486968013
25,14.0,18.0,13.44359329032813,12.208864569252812,-13.400024638147778,-13.009477422205793,0.04356865218035111,-0.8006128529529803
26,19.0,20.0,-28.706366711689217,5.177290037298963,28.878477405991944,-6.359542819340473,0.1721106943027273,-1.1822527820415099
27,20.0,21.0,-43.15847740570858,-1.8004571803713594,43.58293605251966,1.4874295348900237,0.4244586468110825,-0.31302764548133566
28,21.0,22.0,-53.78293605508774,-6.587429533088339,54.84480238848094,7.6107053103358275,1.0618663333932048,1.0232757772474885
29,22.0,23.0,20.893006337214402,6.731769186280895,-20.822508465167623,-11.411776757300858,0.07049787204677926,-4.680007571019964
30,22.0,24.0,-175.1123274651169,-22.197232885311603,179.95243435545888,37.94136873327507,4.8401068903419855,15.744135847963467
31,25.0,24.0,96.87281452935828,21.796728241319784,-96.87281452935827,-18.427534592040733,1.4210854715202004e-14,3.369193649279051
32,24.0,26.0,148.51650935537546,30.210738297933887,-141.69445294188102,-13.230937606875948,6.822056413494437,16.97980069105794
33,26.0,27.0,33.678686114237,-0.570090665168807,-33.44708038569442,-0.40500926249366354,0.23160572854258277,-0.9750999276624706
34,27.0,28.0,16.107080386174136,-6.734990737873494,-16.032416777980625,4.828290780418932,0.07466360819351081,-1.9066999574545616
35,29.0,16.0,236.85028527501495,92.35923667089256,-236.8502852750149,-68.5350158971699,5.684341886080802e-14,23.824220773722658
36,7.0,29.0,87.0874615307292,28.419988035551246,-86.64409363818656,-74.64151059575703,0.4433678925426392,-46.221522560205784
37,25.0,29.0,233.67802438598505,-9.916259123853074,-229.33770448779796,-34.17776911222382,4.34031989818709,-44.094028236076895
38,16.0,30.0,15.202563400826108,11.366762502170905,-15.006699046079175,-14.56166978197836,0.19586435474693253,-3.1949072798074543
39,28.0,30.0,-8.447583221773522,-8.908290780546412,8.464350051372103,8.186660805918791,0.016766829598580557,-0.7216299746276214
40,22.0,31.0,92.23451875063743,4.794758367659275,-89.49804594256311,-6.141008539068485,2.736472808074325,-1.3462501714092099
41,30.0,31.0,-29.94868325825427,12.131471129390048,30.29093534859927,-13.338307852071434,0.34225209034499926,-1.2068367226813859
42,26.0,31.0,13.858574710728547,0.9936095076946705,-13.810758494097291,-2.6319261871717092,0.047816216631256125,-1.6383166794770387
43,14.0,32.0,10.019911463545526,-5.4664556247373675,-9.973018017695038,2.6108136236513158,0.046893445850487936,-2.8556420010860517
44,18.0,33.0,-1.2199038061120617,-11.329671416968798,1.2782769587856717,5.519555509239048,0.058373152673609985,-5.810115907729751
45,34.0,35.0,0.6752433163839638,5.7698076720938625,-0.6744222081377726,-6.023621143044103,0.0008211082461911934,-0.25381347095024065
46,34.0,36.0,-34.335243316155015,-14.949807671977894,34.49354123895015,14.382992590939816,0.15829792279513555,-0.5668150810380777
47,32.0,36.0,-13.486981982125956,-11.790813623709823,13.611563625567733,8.690416364930014,0.12458164344177725,-3.100397258779809
48,33.0,35.0,31.042680000063033,10.655797911061411,-30.945577791714523,-10.905703782362732,0.09710220834850958,-0.24990587130132091
49,33.0,36.0,-96.04699535307857,-38.71993852478034,96.3285981537263,38.79190749926017,0.28160280064773247,0.0719689744798302
50,37.0,36.0,249.0481069476556,112.4337301411241,-249.0481069476557,-85.97365173836555,-8.526512829121202e-14,26.460078402758555
51,36.0,38.0,57.879017254697196,3.2112693617566803,-56.77923141195266,-2.1783288808475465,1.099785842744538,1.0329404809091338
52,36.0,39.0,46.735386674667225,-3.6976841797982787,-45.41721173971262,3.3902936717665435,1.3181749349546052,-0.3073905080317352
53,29.0,37.0,79.1315128535027,16.4600430207779,-78.76675562045409,-52.20190470696614,0.3647572330486071,-35.741861686188244
54,38.0,39.0,29.239231412248895,-9.041671119126654,-29.0585940031027,8.175096792463806,0.1806374091461933,-0.8665743266628478
55,39.0,40.0,17.488304306366775,0.8938142195597916,-17.440839440282424,-1.8802563799138055,0.04746486608435063,-0.9864421603540139
56,39.0,41.0,-10.332498562909494,-6.933721290954169,10.408733131011187,2.732168076314668,0.07623456810169316,-4.2015532146395005
57,40.0,41.0,-20.29916055943352,-8.31974361999531,20.49971672164133,5.704014756632458,0.20055616220781047,-2.6157288633628513
58,42.0,43.0,-14.825062208612266,-1.4847654454505768,14.966063890180292,-3.7874071456632583,0.14100168156802617,-5.272172591113835
59,33.0,42.0,3.5460383947617515,1.626684252118001,-3.534937791212568,-5.655234554519536,0.011100603549183408,-4.028550302401535
60,43.0,44.0,-31.28606389005531,5.316556231770281,31.521827852440428,-6.542401150438271,0.23576396238511776,-1.22584491866799
61,44.0,45.0,-35.582492211415776,-4.062984766902981,36.10583194800844,2.5464430329166845,0.5233397365926677,-1.5165417339862968
62,45.0,46.0,-29.30842551621618,-2.1589990930006966,29.631718863299056,0.007984663102224981,0.3232933470828776,-2.1510144298984715
63,45.0,47.0,-15.35592254791589,-5.535292467352697,15.502144698493247,1.153873871768744,0.14622215057735666,-4.381418595583953
64,46.0,48.0,-16.017189793448743,-8.153109113095883,16.074417314467688,6.667520331607143,0.05722752101894457,-1.4855887814887403
65,41.0,48.0,-64.41422492595801,5.034096443938346,67.53439803023552,0.37157600615371766,3.1201731042775123,5.405672450092064
66,41.0,48.0,-64.41422492595801,5.034096443938346,67.53439803023552,0.37157600615371766,3.1201731042775123,5.405672450092064
67,44.0,48.0,-49.99933564088573,-2.11159034129029,51.75800260451061,2.40303155955377,1.7586669636248757,0.29144121826348
68,47.0,48.0,-35.90214469845687,3.2464204985075393,36.12632339037753,-3.9298151960019942,0.2241786919206561,-0.6833946974944549
69,48.0,49.0,54.18843431956002,13.487639801234847,-53.38897122781312,-13.159117952236866,0.7994630917468939,0.32852184899798154
70,48.0,50.0,67.29198550323694,20.62046118829854,-64.96485927980584,-17.45401466812161,2.327126223431108,3.1664465201769296
71,50.0,51.0,28.909069510086194,6.307949076630513,-28.71688110134284,-7.041357836997908,0.1921884087433554,-0.7334087603673947
72,51.0,52.0,10.35688110136307,1.941357836999034,-10.30298529103856,-5.392795045630761,0.05389581032451041,-3.451437208631727
73,52.0,53.0,-13.157014708920578,-5.827204954309926,13.213747946086126,3.2911465245234153,0.0567332371655489,-2.536058429786511
74,48.0,53.0,37.94567701070461,13.043126520295106,-36.74629975812725,-15.537085486119148,1.1993772525773565,-2.493958965824042
75,48.0,53.0,37.91943255127595,11.164175120071615,-36.54404319950085,-13.722113427130964,1.3753893517751052,-2.5579383070593487
76,53.0,54.0,7.226596426609118,1.4210373576509834,-7.215902741586899,-3.212813344037306,0.010693685022218347,-1.7917759863863225
77,53.0,55.0,19.311616218969306,4.122297104882176,-19.299772386126847,-4.74807030955752,0.011843832842458824,-0.6257732046753439
78,54.0,55.0,-21.621760947555092,-5.75841361672844,21.64861546086403,5.5018379847133065,0.026854513308936845,-0.25657563201513334
79,55.0,56.0,-22.918233380155467,-8.970371344223649,23.13952258372281,7.35287364379347,0.22128920356734127,-1.617497700430179
80,49.0,56.0,36.04897122789712,9.079117952245209,-35.37952258363178,-10.412873643878134,0.6694486442653371,-1.3337556916329252
81,55.0,57.0,-6.35881428329773,-3.466243242861359,6.376160996134141,1.301745315616363,0.017346712836411093,-2.1644979272449962
82,50.0,57.0,18.715789769841777,2.986065591373354,-18.616160996106903,-4.361745315623838,0.09962877373487444,-1.3756797242504843
