,Complex Voltages,Voltages Magnitude,Voltages Phase Angle
0,(0.9918521484122793-0.21363477926677843j),1.0145986907257565,-12.155222458698544
1,(1.026547885138685-0.02643171804932857j),1.0268881127960074,-1.4749349471949023
2,(1.0082419521648007-0.21485023254113791j),1.0308794578068134,-12.029454389841138
3,(0.9005126858359902-0.48795555252048656j),1.0242185892606726,-28.451676675654433
4,(1.014384301739751-0.17214846160830052j),1.0288880427190057,-9.631747335748907
5,(1.0206105608104366-0.13066487616381808j),1.0289408275992842,-7.295672392165664
6,(1.0329501230705491-0.010482769756999775j),1.0330033132634382,-0.5814393487068309
7,(0.9825750983707744-0.16613918575695152j),0.9965219781732462,-9.597111473766544
8,(0.9486473471985339-0.3189877868183421j),1.000842144139664,-18.58549603606187
9,(1.0054722396713462-0.23208136349105857j),1.031908999878178,-12.997284470955398
10,(0.7242648047399478+0.7285925994272403j),1.027329880479069,45.17067307228452
11,(0.9792226162455582-0.22859545350188493j),1.005550999963964,-13.140135880352265
12,(0.9501607714426404-0.44038608968665793j),1.0472561289283433,-24.86705632923832
13,(1.0232421295108538-0.17780861606817222j),1.03857612121307,-9.857842400175246
14,(0.9116020513883795-0.4394146336144482j),1.0119799999654249,-25.73521144965873
15,(0.9606104233561089+0.3118938012926426j),1.009975310958232,17.98772855055357
16,(1.0588037056261097-0.059092323022011034j),1.0604514084519476,-3.19438998718811
17,(0.9752285930009296-0.20560550988557696j),0.996666661578424,-11.905209578403685
18,(1.0112040013554222-0.23100007074983375j),1.0372533755277178,-12.867878794018472
19,(0.9656257911508644+0.29021498984288047j),1.0082945546144917,16.72794150674961
20,(0.9643308295072432+0.37530116865294255j),1.034787377160348,21.26514184221705
21,(0.9477678950631265-0.3442119108612299j),1.0083381488821737,-19.960092851905237
22,(0.898344745371495-0.4915317460400837j),1.0240247745546929,-28.685392718533045
23,(0.7241818251175625+0.7287658120490361j),1.0273942401250333,45.18076510562063
24,(0.9116791659350041-0.44286356500870505j),1.01355169518489,-25.908947229184687
25,(0.9685802162953142+0.2180631080391072j),0.9928238285246548,12.687846896943444
26,(1.016200811437455-0.22948578662468394j),1.0417906773574488,-12.72548694817205
27,(0.9538985132925967+0.3276442028588232j),1.008599572342176,18.956525482691077
28,(1.0140805413724718-0.2010764374521975j),1.033823523667726,-11.215390029037833
29,(1.0295515582010875-0.03061281597701195j),1.0300065803170044,-1.7031381327691646
30,(1.0551214465126164-0.1184911500078416j),1.0617539354864933,-6.407524786800722
31,(1.0118921485818575-0.14321319992681192j),1.0219763896464953,-8.05557543793313
32,(1.0473179549356757+0.26075690584811945j),1.0792909999986708,13.981003866312278
33,(1.0136634982029946-0.0557407295032095j),1.015194915528384,-3.147489577585329
34,(0.9849310520397326-0.3987137977304885j),1.0625732303106283,-22.038787499580444
35,(1.0116015607766684-0.34137693115707257j),1.0676497210658618,-18.64757626440211
36,(0.9570593953239824+0.3413376031018048j),1.0161073001751302,19.628901790652062
37,(1.0247308572015985-0.3108834299665534j),1.070850987172768,-16.876777844388617
38,(0.8074982337841117+0.5873930558948187j),0.9985409354042094,36.03301682744428
39,(0.8252391140670368+0.6061334958326384j),1.023922560624798,36.297073213276875
40,(0.9334765890777733+0.387237944937831j),1.0106096023469937,22.53034200672618
41,(1.0356703011061954-0.11617066305444777j),1.0421653398323643,-6.400088816855386
