,Complex Voltages,Voltages Magnitude,Voltages Phase Angle
0,(0.9002447784976927-0.31872298128539334j),0.9550000000061827,-19.496017749672387
1,(0.9186982334342509-0.31520658022459175j),0.9712680537998228,-18.937162412100406
2,(0.9171027857573139-0.3084268432914132j),0.9675766829076295,-18.588082698065907
3,(0.9649431989876497-0.25473245322955657j),0.9980000000004344,-14.787980906280445
4,(0.9708114810014561-0.24805722264844648j),1.0020016553640525,-14.333272308720847
5,(0.9461436583675129-0.2913969418755003j),0.9900000000017448,-17.11798581424391
6,(0.9431528758182816-0.2986653893429716j),0.9893120650005658,-17.571276004680406
7,(1.0019113575471226-0.16247655703439157j),1.0149999999840729,-9.211274221359233
8,(1.0420361562093363-0.03287251527921587j),1.0425545324386205,-1.806877773179709
9,(1.0443860977678157+0.10843283064009973j),1.049999999986338,5.9274662734440415
10,(0.9397975184011012-0.29466821443768776j),0.9849105198914078,-17.408522389205842
11,(0.9418833207393463-0.30488655286250266j),0.990000000001696,-17.936707828329055
12,(0.916140297660067-0.312096107504191j),0.9678414257077157,-18.812133498961604
13,(0.9317893220700668-0.3148106530539312j),0.9835329623352933,-18.667850481075128
14,(0.9173098071090303-0.3153453944315626j),0.9700000000039197,-18.97153328180033
15,(0.9342567394210224-0.30793172462026025j),0.9836958890740612,-18.24225877903533
16,(0.9546176824782412-0.28086996356236094j),0.9950793215275102,-16.395067420951673
17,(0.921848976324053-0.31132533603481777j),0.973000000003544,-18.660770397999837
18,(0.9098398107268756-0.3160322825017574j),0.9631639968181884,-19.154638280599798
19,(0.909133732736794-0.29986246087110036j),0.9573095839066945,-18.25426956258172
20,(0.9176079538674012-0.2740882380767735j),0.9576683764501931,-16.630813290797583
21,(0.9398989969186989-0.23468815465442677j),0.9687562409315754,-14.019799310668692
22,(0.9870505567804743-0.15624368833103885j),0.9993402282425796,-8.994916999574963
23,(0.9794343793360578-0.15739217444705528j),0.992000000001301,-9.129211473863649
24,(1.0494109606450048-0.03516582955228648j),1.0499999999476057,-1.9192671160695307
25,(1.0149983341786966-0.0018389045710710602j),1.0149999999781036,-0.10380446156758893
26,(0.9360188180041303-0.24676460919329576j),0.9680000000042196,-14.768970264023357
27,(0.9216884782528895-0.27350333255619413j),0.9614123589092618,-16.52781449452083
28,(0.9183393334337622-0.29026145038687934j),0.9631193284906401,-17.54029256057733
29,(0.9661812173916062-0.19227758665721673j),0.9851278166669794,-11.255259007202936
30,(0.9226427361350404-0.28951577066777245j),0.9670000000041924,-17.42131908633516
31,(0.9289690200285149-0.25461783120895903j),0.9632308550613883,-15.32757802506289
32,(0.9149494030894878-0.3257904036600607j),0.9712218064534978,-19.59953184559476
33,(0.9322522560197731-0.3198510563074385j),0.9855957422163211,-18.936836505350506
34,(0.925057914679449-0.3253610756631885j),0.9806079619643101,-19.377776860263655
35,(0.9245022823410717-0.3251084895090857j),0.9800000000024133,-19.374624345317592
36,(0.9406977592527715-0.31406231938128637j),0.9917395901739219,-18.462155637845242
37,(0.9359628853749072-0.21983328052538853j),0.9614328858666505,-13.217705709638837
38,(0.9001070238265347-0.36200932909705574j),0.9701769986425994,-21.909239880355873
39,(0.8928340582554188-0.37914027012030377j),0.9700000000039884,-23.008411236013618
40,(0.8867608402349118-0.3848438488758646j),0.9666693208081634,-23.460280455180627
41,(0.9144001985435307-0.366192950379134j),0.9850000000019408,-21.824787944882548
42,(0.9244528733837768-0.3178479569416302j),0.9775686363828832,-18.974137042763715
43,(0.9436753545070652-0.2781473833170383j),0.983813570525509,-16.422829323549664
44,(0.9540263736615986-0.2476438343237536j),0.9856438455753026,-14.551542205828158
45,(0.9841410677706504-0.20369427759956105j),1.0049999999997825,-11.693773153740892
46,(1.003183041447537-0.16635509099994356j),1.0168826043106107,-9.415521014177575
47,(1.0043074481752947-0.18094312300952944j),1.0204772727625118,-10.213245041096531
48,(1.011840051080907-0.16372144339100872j),1.024999999998755,-9.191122509178255
49,(0.9815600218062098-0.19569672767144797j),1.0008782571469519,-11.27539463220697
50,(0.937808892844175-0.2330197648189685j),0.9663248575370007,-13.95384537173305
51,(0.9238740431453885-0.24632455358227381j),0.956148018507236,-14.92899359502665
52,(0.9091416584485668-0.25946685523451885j),0.9454425440458565,-15.928619616232325
53,(0.9224519295012245-0.247199186411399j),0.9550000000015653,-15.00167692723132
54,(0.9182668930917403-0.25117705519174793j),0.9520000000016575,-15.298122610451971
55,(0.9210286541318127-0.24864074137435416j),0.9540000000015968,-15.107430057133138
56,(0.9420898220073705-0.23262573226709563j),0.9703854718835611,-13.870314776927653
57,(0.9270804263702401-0.2440110983934402j),0.9586550647120159,-14.746023058239945
58,(0.9675399840843325-0.18463850952396269j),0.9850000000005791,-10.804021742991612
59,(0.9858298668232862-0.12003237121645662j),0.9931104150398703,-6.942031504817116
60,(0.9894901404009494-0.10456702180834239j),0.9950000000002799,-6.032494996588785
61,(0.9912616916158715-0.11577676250034737j),0.9980000000001108,-6.661813347289955
62,(0.9606386662914744-0.1239774376821159j),0.9686057258908217,-7.353790956677524
63,(0.9790411063908674-0.09511659862743618j),0.9836506774955764,-5.549031452822614
64,(1.0041523017275547-0.041269297716053484j),1.0049999999993644,-2.35345435462571
65,(1.0489867550940601-0.046117107642583234j),1.0499999999905159,-2.517300857224715
66,(1.0152885682136596-0.09264692703134213j),1.01950690524081,-5.213904129199834
67,(1.002322106500499-0.04321648412976361j),1.003253342720639,-2.468856519947176
68,(1.0350000000000001-6.772754013958491e-17j),1.0350000000000001,-3.749277494493807e-15
69,(0.9754354124508027-0.129544417625289j),0.984000000000479,-7.5649979434255625
70,(0.9772704084581997-0.1371063508075723j),0.986841224655631,-7.986198494897573
71,(0.9676038312008005-0.15537961850667734j),0.9800000000008917,-9.122779679445472
72,(0.9808656804161451-0.1413630679573265j),0.9910000000002699,-8.201039446403469
73,(0.947373168631981-0.14229574609869622j),0.958000000000827,-8.541989796211176
74,(0.9593666977558817-0.12199217908150883j),0.9670918014956389,-7.246786360902309
75,(0.9328441354675456-0.138024704040642j),0.9430000000009011,-8.416485416966863
76,(1.0042867173665582-0.058687215991044095j),1.0059999999998392,-3.3443737147790373
77,(1.0012133613877539-0.06391308549026342j),1.0032512534346771,-3.6525561763257053
78,(1.0072175068296991-0.05886715305030408j),1.008936295200288,-3.3448653075362444
79,(1.0398250751320508-0.019073885767106565j),1.0399999999959768,-1.0508792586842686
80,(0.9962605649940184-0.03325948324233144j),0.9968155830381804,-1.9120706063379704
81,(0.986819107079758-0.04856868912943298j),0.9880135969010965,-2.817676698133625
82,(0.9834678192087926-0.027597428037462974j),0.9838549534629488,-1.607374720337874
83,(0.9792684213626105+0.016521542909744082j),0.9794077814976445,0.9665632622194494
84,(0.9840281600556872+0.0437444879171203j),0.9850000000028996,2.545379853937452
85,(0.9862401481569354+0.01984673651807911j),0.986439822182292,1.1528437376919747
86,(1.0146883811334002+0.025149337617814245j),1.0149999999949435,1.4198013645693632
87,(0.9822543594109812+0.09873825989391538j),0.9872045738086688,5.740208912905708
88,(0.9901017899552276+0.17240488834878878j),1.0049999999995542,9.877785967076614
89,(0.9833304412482836+0.05732576487302575j),0.9850000000019399,3.3364277988724687
90,(0.978321402641508+0.057334397515227016j),0.9800000000024907,3.35397537856753
91,(0.9895585672494048+0.06703462168684216j),0.9918264961783351,3.8754067180546143
92,(0.9860972985047404+0.013904344319182027j),0.9861953218857273,0.8078385940094227
93,(0.9895834941638457-0.02395321808532412j),0.9898733497666099,-1.3865938260159008
94,(0.9791248589468659-0.040606142912875474j),0.9799665036367217,-2.374802493112919
95,(0.9909321554694532-0.043959179890778126j),0.9919067225500624,-2.5400580797667427
96,(1.0101448603659005-0.037971909937020376j),1.010858301082753,-2.152766770931074
97,(1.0222019157711857-0.04718804957551038j),1.023290510377685,-2.643076628183418
98,(1.0085924896976792-0.053302811546417486j),1.009999999996691,-3.0251936634853127
99,(1.0163720741250706-0.03573243440565701j),1.0169999999655126,-2.013509484238023
100,(0.9918461991676985-0.007101517736256678j),0.9918716219136265,-0.41022493414401795
101,(0.9896291296270036+0.04047534917463476j),0.9904564948028304,2.3420641333321712
102,(0.9955358741307466-0.09911970997723415j),1.0004580918695398,-5.6858684891978895
103,(0.9603318331266072-0.14354013476479746j),0.9710000000023717,-8.50102598791359
104,(0.9520232301337914-0.16176936896279276j),0.9656694876866506,-9.64368286219945
105,(0.9469980506937555-0.1652027201875419j),0.9612997694658706,-9.895602387875899
106,(0.9285077698316698-0.21018401786644522j),0.9520000000022392,-12.754940227501129
107,(0.949241334562817-0.18211367744981255j),0.9665528970298999,-10.860336866165522
108,(0.9484318322448131-0.1898495261244149j),0.9672464954627223,-11.31940970864965
109,(0.9511068195285993-0.2052433137747047j),0.9730000000015568,-12.17736563648758
110,(0.9635987533354565-0.17854255115577922j),0.9800000000014593,-10.497130209642005
