5147,3097,0.0006,0.00616,0,823,0,0,0,0,1,-360,360,-81.97000973,104.454089,82.07035979,-103.4238285
5147,8763,0.0005,0.0074,0,921,0,0,0,0,1,-360,360,81.97000973,-85.6806666,-81.90331619,86.66773106
427,5425,0.00007,0.00057,0,1711,0,0,0,0,1,-360,360,277.8988272,60.41082684,-277.8500964,-60.01401884
427,4704,0.00006,0.00056,0,1514,0,0,0,0,1,-360,360,-277.8988272,-58.97023031,277.9405076,59.35924779
5960,7431,0.003349,0.01656,0,0,0,0,0,0,1,-360,360,4.336129361,2.228463846,-4.335363053,-2.224674636
5960,3186,0.003409,0.016211,0,0,0,0,0,0,1,-360,360,-4.336129361,0.6592244314,4.336760681,-0.6562222807
4481,7431,0.003479,0.01586,0,0,0,0,0,0,1,-360,360,4.238013705,2.306639613,-4.237233951,-2.303084884
4481,3186,0.003099,0.017969,0,0,0,0,0,0,1,-360,360,-4.238013705,0.4979446128,4.23855695,-0.4947947014
5205,7833,0.00236,0.01418,0,553,0,0,0,0,1,-360,360,162.7930979,3.922046556,-162.1985557,-0.349754832
5205,7770,0.002169,0.015909,0,514,0,0,0,0,1,-360,360,-162.7930979,-0.9327318732,163.3392234,4.938407875
5773,6542,0.00014,0.0012,0,0,0,0,0,0,1,-360,360,42.17765713,18.36245732,-42.17493034,-18.33908488
5773,7840,0.000211,0.001539,0,0,0,0,0,0,1,-360,360,-42.17765713,-17.97132573,42.18173918,18.00109959
5214,6542,0.000401,0.004901,0,0,0,0,0,0,1,-360,360,17.82335913,8.56957997,-17.82191617,-8.551944227
5214,7840,0.000219,0.00151,0,533,0,0,0,0,1,-360,360,-17.82335913,-7.613107795,17.82411599,7.618326339
2971,6069,0.00052,0.00407,0,1481,0,0,0,0,1,-360,360,-123.816084,133.3850698,123.9911529,-132.0148186
2971,3445,0.00034,0.00502,0,1843,0,0,0,0,1,-360,360,123.816084,-122.0220769,-123.7116456,123.564078
7561,6069,0.00065,0.00698,0,1711,0,0,0,0,1,-360,360,326.7743389,123.389063,-325.9774459,-114.8316584
7561,8825,0.00059,0.00806,0,1678,0,0,0,0,1,-360,360,-326.7743389,-102.9483445,327.4702436,112.4551104
7556,7058,0.00374,0.02095,0,800,0,0,0,0,1,-360,360,275.7700183,-24.13059188,-273.1545189,38.78158471
7556,4324,0.00511,0.019461,0,800,0,0,0,0,1,-360,360,-275.7700183,27.5275122,279.351785,-13.88665896
132,2962,0.00064,0.00715,0,1481,0,0,0,0,1,-360,360,-239.9942747,33.39469123,240.3238158,-29.71309994
132,4393,0.00089,0.00712,0,1283,0,0,0,0,1,-360,360,239.9942747,-9.004707526,-239.5440783,12.60627865
5044,693,0.00048,0.00555,0,987,0,0,0,0,1,-360,360,-28.22478116,-10.16421782,28.22862807,10.2086978
