7351,5441,0.00018,0.000781,0,0,0,0,0,0,1,-360,360,-61.67,-16.24616768,61.67679966,16.27567065
4314,7571,0.002961,0.01669,0,319,0,0,0,0,1,-360,360,-26.13,-0.8470846823,26.14856807,0.9517456342
5803,3916,0.00056,0.00432,0,0,0,0,0,0,1,-360,360,0,0.3813122977,0.0000007473712916,-0.3813065323
6757,6036,0.0002,0.00246,0,657,0,0,0,0,1,-360,360,-223.6082577,-135.6370402,223.734712,137.1924285
6757,6921,0.0003,0.00377,0,1315,0,0,0,0,1,-360,360,223.6082577,142.7443526,-223.4130893,-140.2917363
5019,9112,0.00014,0.00057,0,0,0,0,0,0,1,-360,360,49.4,3.184530054,-49.39687453,-3.17180494
2930,9112,0.00013,0.000729,0,0,0,0,0,0,1,-360,360,53.2,2.781843738,-53.19663889,-2.762995666
1436,9112,0.00012,0.000581,0,0,0,0,0,0,1,-360,360,49.4,3.201972478,-49.39732086,-3.189000978
1851,9112,0.00011,0.00064,0,0,0,0,0,0,1,-360,360,15.6,-0.9938848835,-15.5997551,0.9953097719
8331,9112,0.00019,0.00056,0,0,0,0,0,0,1,-360,360,0,0.05487433453,0.000000005198389774,-0.05487431917
6220,8791,0.00062,0.004909,0,529,0,0,0,0,1,-360,360,-231.9,-27.20112363,232.2050647,29.61654687
9203,7842,0.00007,0.00076,0,887,0,0,0,0,1,-360,360,-164.9802195,-33.56315134,165,33.77791051
9203,8997,0.00066,0.00622,0,1611,0,0,0,0,1,-360,360,174.1313013,53.4204958,-173.9130166,-51.36332833
9203,2129,0.00054,0.00752,0,0,0,0,0,0,1,-360,360,-1025.306121,-86.18058622,1031.00541,165.5484621
9203,29,0.00105,0.00877,0,1315,0,0,0,0,1,-360,360,250.2380414,66.39057958,-249.5364246,-60.53040832
118,8903,0.00008,0.00091,0,657,0,0,0,0,1,-360,360,-16.99977657,-1.308802643,17,1.311344126
118,4598,0.00056,0.00719,0,953,0,0,0,0,1,-360,360,-865.6899155,31.42712698,869.7270898,20.40730637
2426,5533,0.000531,0.002039,0,319,0,0,0,0,1,-360,360,-92.12378692,-2.648123428,92.16567245,2.808960717
2426,4831,0.008659,0.03769,0,300,0,0,0,0,1,-360,360,107.5065709,15.87494773,-106.5569003,-11.74131968
2426,8961,0.003849,0.021099,0,0,0,0,0,0,1,-360,360,38.58451067,4.059515477,-38.53070574,-3.764573856
2426,8522,0.00688,0.035969,0,300,0,0,0,0,1,-360,360,106.9863249,33.25075744,-106.1843555,-29.0580197
2426,6888,0.006729,0.03713,0,0,0,0,0,0,1,-360,360,-5.066625682,-3.401838658,5.068953049,3.414680852
2426,3401,0.00111,0.006651,0,414,0,0,0,0,1,-360,360,106.2847086,29.02680374,-106.1595753,-28.27701845
